TITLE,ITEM_NUM,BIDDER,PRICE
"HVAC AIR FILTERS, VARIOUS",15,BLEJWAS ASSOCIATES INC,18.29
"HVAC AIR FILTERS, VARIOUS",15,COSMOS AIR PURIFICATION AND,16.17
"HVAC AIR FILTERS, VARIOUS",16,BAYSIDE REFRIGERATION INC,18.42
"HVAC AIR FILTERS, VARIOUS",16,BLEJWAS ASSOCIATES INC,16.37
"HVAC AIR FILTERS, VARIOUS",16,COSMOS AIR PURIFICATION AND,15.51
"HVAC AIR FILTERS, VARIOUS",16,FARRAR FILTER COMPANY INC,21.81
"HVAC AIR FILTERS, VARIOUS",17,COSMOS AIR PURIFICATION AND,10.41
"HVAC AIR FILTERS, VARIOUS",18,COSMOS AIR PURIFICATION AND,15.49
"HVAC AIR FILTERS, VARIOUS",18,FARRAR FILTER COMPANY INC,21.45
"HVAC AIR FILTERS, VARIOUS",19,BAYSIDE REFRIGERATION INC,22.71
"HVAC AIR FILTERS, VARIOUS",19,BLEJWAS ASSOCIATES INC,20.01
"HVAC AIR FILTERS, VARIOUS",19,COSMOS AIR PURIFICATION AND,17.23
"HVAC AIR FILTERS, VARIOUS",2,BAYSIDE REFRIGERATION INC,19.01
"HVAC AIR FILTERS, VARIOUS",2,COSMOS AIR PURIFICATION AND,15.09
"HVAC AIR FILTERS, VARIOUS",2,FARRAR FILTER COMPANY INC,22.2
"HVAC AIR FILTERS, VARIOUS",20,BAYSIDE REFRIGERATION INC,19.15
"HVAC AIR FILTERS, VARIOUS",20,BLEJWAS ASSOCIATES INC,18.35
"HVAC AIR FILTERS, VARIOUS",20,COSMOS AIR PURIFICATION AND,16.29
"HVAC AIR FILTERS, VARIOUS",20,FARRAR FILTER COMPANY INC,22.98
"HVAC AIR FILTERS, VARIOUS",21,BAYSIDE REFRIGERATION INC,13.58
"HVAC AIR FILTERS, VARIOUS",21,BLEJWAS ASSOCIATES INC,14.05
"HVAC AIR FILTERS, VARIOUS",21,COSMOS AIR PURIFICATION AND,11.21
"HVAC AIR FILTERS, VARIOUS",22,BAYSIDE REFRIGERATION INC,25.83
"HVAC AIR FILTERS, VARIOUS",22,BLEJWAS ASSOCIATES INC,23.12
"HVAC AIR FILTERS, VARIOUS",22,COSMOS AIR PURIFICATION AND,19.55
"HVAC AIR FILTERS, VARIOUS",22,FARRAR FILTER COMPANY INC,25.87
"HVAC AIR FILTERS, VARIOUS",23,BAYSIDE REFRIGERATION INC,21.93
"HVAC AIR FILTERS, VARIOUS",23,BLEJWAS ASSOCIATES INC,22.11
"HVAC AIR FILTERS, VARIOUS",23,COSMOS AIR PURIFICATION AND,18.39
"HVAC AIR FILTERS, VARIOUS",23,FARRAR FILTER COMPANY INC,25.64
"HVAC AIR FILTERS, VARIOUS",24,COSMOS AIR PURIFICATION AND,12.63
"HVAC AIR FILTERS, VARIOUS",24,FARRAR FILTER COMPANY INC,25.46
"HVAC AIR FILTERS, VARIOUS",25,BAYSIDE REFRIGERATION INC,21.73
"HVAC AIR FILTERS, VARIOUS",25,FARRAR FILTER COMPANY INC,25.3
"HVAC AIR FILTERS, VARIOUS",26,BAYSIDE REFRIGERATION INC,27.29
"HVAC AIR FILTERS, VARIOUS",26,BLEJWAS ASSOCIATES INC,22.15
"HVAC AIR FILTERS, VARIOUS",26,COSMOS AIR PURIFICATION AND,22.01
"HVAC AIR FILTERS, VARIOUS",26,FARRAR FILTER COMPANY INC,28.33
"HVAC AIR FILTERS, VARIOUS",27,BAYSIDE REFRIGERATION INC,20.71
"HVAC AIR FILTERS, VARIOUS",27,COSMOS AIR PURIFICATION AND,23.91
"HVAC AIR FILTERS, VARIOUS",27,FARRAR FILTER COMPANY INC,28.11
"HVAC AIR FILTERS, VARIOUS",28,FARRAR FILTER COMPANY INC,24.47
"HVAC AIR FILTERS, VARIOUS",29,BAYSIDE REFRIGERATION INC,17.25
"HVAC AIR FILTERS, VARIOUS",29,BLEJWAS ASSOCIATES INC,12.54
"HVAC AIR FILTERS, VARIOUS",29,COSMOS AIR PURIFICATION AND,12.66
MOVING SERVICES - CITYWIDE,19,BUSINESS RELOCATION SERVICES I,50000
MOVING SERVICES - CITYWIDE,2,BUSINESS RELOCATION SERVICES I,38.23
MOVING SERVICES - CITYWIDE,2,SHER DEL TRANSFER INC,50.29
MOVING SERVICES - CITYWIDE,2,"SIGNATURE RELOCATIONS, LLC",59.64
MOVING SERVICES - CITYWIDE,2,"SMART MOVING & STORAGE, INC",58.65
MOVING SERVICES - CITYWIDE,2,TOTAL RELOCATION SERVICES LLC,56.46
MOVING SERVICES - CITYWIDE,2,TRIPLE CROWN MAFFUCCI STORAGE,70.49
MOVING SERVICES - CITYWIDE,3,SHER DEL TRANSFER INC,50.71
MOVING SERVICES - CITYWIDE,3,"SMART MOVING & STORAGE, INC",38.89
MOVING SERVICES - CITYWIDE,3,TOTAL RELOCATION SERVICES LLC,58.33
MOVING SERVICES - CITYWIDE,4,BUSINESS RELOCATION SERVICES I,52.87
MOVING SERVICES - CITYWIDE,4,SHER DEL TRANSFER INC,71.34
MOVING SERVICES - CITYWIDE,4,"SMART MOVING & STORAGE, INC",55.65
MOVING SERVICES - CITYWIDE,4,TOTAL RELOCATION SERVICES LLC,71.59
MOVING SERVICES - CITYWIDE,5,BUSINESS RELOCATION SERVICES I,42.9
MOVING SERVICES - CITYWIDE,5,SHER DEL TRANSFER INC,40.31
MOVING SERVICES - CITYWIDE,5,"SMART MOVING & STORAGE, INC",48.54
MOVING SERVICES - CITYWIDE,5,TOTAL RELOCATION SERVICES LLC,51.24
MOVING SERVICES - CITYWIDE,6,BUSINESS RELOCATION SERVICES I,57.84
MOVING SERVICES - CITYWIDE,6,SHER DEL TRANSFER INC,57.26
MOVING SERVICES - CITYWIDE,6,"SMART MOVING & STORAGE, INC",70.13
MOVING SERVICES - CITYWIDE,6,TOTAL RELOCATION SERVICES LLC,61.47
MOVING SERVICES - CITYWIDE,7,BUSINESS RELOCATION SERVICES I,34.89
MOVING SERVICES - CITYWIDE,7,TOTAL RELOCATION SERVICES LLC,39.56
MOVING SERVICES - CITYWIDE,8,BUSINESS RELOCATION SERVICES I,45.84
MOVING SERVICES - CITYWIDE,8,SHER DEL TRANSFER INC,40.68
MOVING SERVICES - CITYWIDE,8,"SMART MOVING & STORAGE, INC",53.17
MOVING SERVICES - CITYWIDE,8,TOTAL RELOCATION SERVICES LLC,49.56
"HYDRANT LOCKING DEVICE, (CUSTODIAN) BRAND SPECIFIC",1,HYDRA-SHIELD MANUFACTURING INC,457.22
"HYDRANT LOCKING DEVICE, (CUSTODIAN) BRAND SPECIFIC",11,HYDRA-SHIELD MANUFACTURING INC,45.31
"HYDRANT LOCKING DEVICE, (CUSTODIAN) BRAND SPECIFIC",13,HYDRA-SHIELD MANUFACTURING INC,8.49
"HYDRANT LOCKING DEVICE, (CUSTODIAN) BRAND SPECIFIC",15,HYDRA-SHIELD MANUFACTURING INC,176.22
"HYDRANT LOCKING DEVICE, (CUSTODIAN) BRAND SPECIFIC",16,HYDRA-SHIELD MANUFACTURING INC,224
"HYDRANT LOCKING DEVICE, (CUSTODIAN) BRAND SPECIFIC",17,HYDRA-SHIELD MANUFACTURING INC,446.22
"HYDRANT LOCKING DEVICE, (CUSTODIAN) BRAND SPECIFIC",18,HYDRA-SHIELD MANUFACTURING INC,45.05
"HYDRANT LOCKING DEVICE, (CUSTODIAN) BRAND SPECIFIC",19,HYDRA-SHIELD MANUFACTURING INC,198.6
"HYDRANT LOCKING DEVICE, (CUSTODIAN) BRAND SPECIFIC",2,HYDRA-SHIELD MANUFACTURING INC,451.69
"HYDRANT LOCKING DEVICE, (CUSTODIAN) BRAND SPECIFIC",21,HYDRA-SHIELD MANUFACTURING INC,249.02
"HYDRANT LOCKING DEVICE, (CUSTODIAN) BRAND SPECIFIC",22,HYDRA-SHIELD MANUFACTURING INC,273.3
"HYDRANT LOCKING DEVICE, (CUSTODIAN) BRAND SPECIFIC",23,HYDRA-SHIELD MANUFACTURING INC,44.1
"HYDRANT LOCKING DEVICE, (CUSTODIAN) BRAND SPECIFIC",25,HYDRA-SHIELD MANUFACTURING INC,283.48
"HYDRANT LOCKING DEVICE, (CUSTODIAN) BRAND SPECIFIC",3,HYDRA-SHIELD MANUFACTURING INC,195.52
"HYDRANT LOCKING DEVICE, (CUSTODIAN) BRAND SPECIFIC",4,HYDRA-SHIELD MANUFACTURING INC,161.86
"HYDRANT LOCKING DEVICE, (CUSTODIAN) BRAND SPECIFIC",5,HYDRA-SHIELD MANUFACTURING INC,173.61
"HYDRANT LOCKING DEVICE, (CUSTODIAN) BRAND SPECIFIC",6,HYDRA-SHIELD MANUFACTURING INC,81.39
"HVAC AIR FILTERS, VARIOUS",3,BAYSIDE REFRIGERATION INC,13.51
"HVAC AIR FILTERS, VARIOUS",3,COSMOS AIR PURIFICATION AND,13.07
"HVAC AIR FILTERS, VARIOUS",3,FARRAR FILTER COMPANY INC,21.71
"HVAC AIR FILTERS, VARIOUS",30,BLEJWAS ASSOCIATES INC,13.04
"HVAC AIR FILTERS, VARIOUS",30,COSMOS AIR PURIFICATION AND,10.97
"HVAC AIR FILTERS, VARIOUS",30,FARRAR FILTER COMPANY INC,21.3
"HVAC AIR FILTERS, VARIOUS",31,BAYSIDE REFRIGERATION INC,21.4
"HVAC AIR FILTERS, VARIOUS",31,FARRAR FILTER COMPANY INC,25.6
"HVAC AIR FILTERS, VARIOUS",32,FARRAR FILTER COMPANY INC,25.84
"HVAC AIR FILTERS, VARIOUS",33,BAYSIDE REFRIGERATION INC,18.92
"HVAC AIR FILTERS, VARIOUS",33,BLEJWAS ASSOCIATES INC,12.96
"HVAC AIR FILTERS, VARIOUS",33,COSMOS AIR PURIFICATION AND,13.09
"HVAC AIR FILTERS, VARIOUS",33,FARRAR FILTER COMPANY INC,24.43
"HVAC AIR FILTERS, VARIOUS",34,BLEJWAS ASSOCIATES INC,20.91
"HVAC AIR FILTERS, VARIOUS",34,COSMOS AIR PURIFICATION AND,19.99
"HVAC AIR FILTERS, VARIOUS",34,FARRAR FILTER COMPANY INC,28.28
"HVAC AIR FILTERS, VARIOUS",35,COSMOS AIR PURIFICATION AND,14.25
"HVAC AIR FILTERS, VARIOUS",35,FARRAR FILTER COMPANY INC,21.77
"HVAC AIR FILTERS, VARIOUS",36,BAYSIDE REFRIGERATION INC,20.15
"HVAC AIR FILTERS, VARIOUS",36,COSMOS AIR PURIFICATION AND,15.19
"HVAC AIR FILTERS, VARIOUS",37,BLEJWAS ASSOCIATES INC,17.42
"HVAC AIR FILTERS, VARIOUS",37,COSMOS AIR PURIFICATION AND,14.47
"HVAC AIR FILTERS, VARIOUS",37,FARRAR FILTER COMPANY INC,21.43
"HVAC AIR FILTERS, VARIOUS",38,BAYSIDE REFRIGERATION INC,13.79
"HVAC AIR FILTERS, VARIOUS",38,BLEJWAS ASSOCIATES INC,10.99
"HVAC AIR FILTERS, VARIOUS",38,COSMOS AIR PURIFICATION AND,11.61
"HVAC AIR FILTERS, VARIOUS",39,BAYSIDE REFRIGERATION INC,17.62
"HVAC AIR FILTERS, VARIOUS",39,FARRAR FILTER COMPANY INC,22.95
"HVAC AIR FILTERS, VARIOUS",4,COSMOS AIR PURIFICATION AND,16.91
"HVAC AIR FILTERS, VARIOUS",4,FARRAR FILTER COMPANY INC,21.84
"HVAC AIR FILTERS, VARIOUS",40,BAYSIDE REFRIGERATION INC,22.26
"HVAC AIR FILTERS, VARIOUS",40,COSMOS AIR PURIFICATION AND,17.79
"HVAC AIR FILTERS, VARIOUS",40,FARRAR FILTER COMPANY INC,23.17
"HVAC AIR FILTERS, VARIOUS",41,BLEJWAS ASSOCIATES INC,17.49
"HVAC AIR FILTERS, VARIOUS",41,COSMOS AIR PURIFICATION AND,15.87
"HVAC AIR FILTERS, VARIOUS",42,BAYSIDE REFRIGERATION INC,14.91
"HVAC AIR FILTERS, VARIOUS",42,COSMOS AIR PURIFICATION AND,11.99
"HVAC AIR FILTERS, VARIOUS",42,FARRAR FILTER COMPANY INC,26.81
"HVAC AIR FILTERS, VARIOUS",43,COSMOS AIR PURIFICATION AND,16.49
"HVAC AIR FILTERS, VARIOUS",43,FARRAR FILTER COMPANY INC,20.12
"HVAC AIR FILTERS, VARIOUS",44,COSMOS AIR PURIFICATION AND,13.31
"HVAC AIR FILTERS, VARIOUS",44,FARRAR FILTER COMPANY INC,32.05
"HVAC AIR FILTERS, VARIOUS",45,BLEJWAS ASSOCIATES INC,12.48
"HVAC AIR FILTERS, VARIOUS",45,FARRAR FILTER COMPANY INC,21.52
"HVAC AIR FILTERS, VARIOUS",46,BLEJWAS ASSOCIATES INC,28.02
"HVAC AIR FILTERS, VARIOUS",46,COSMOS AIR PURIFICATION AND,17.21
"HVAC AIR FILTERS, VARIOUS",47,BAYSIDE REFRIGERATION INC,22.52
"HVAC AIR FILTERS, VARIOUS",47,BLEJWAS ASSOCIATES INC,17.13
"HVAC AIR FILTERS, VARIOUS",47,COSMOS AIR PURIFICATION AND,17.19
"HVAC AIR FILTERS, VARIOUS",48,BAYSIDE REFRIGERATION INC,15.59
"HVAC AIR FILTERS, VARIOUS",48,BLEJWAS ASSOCIATES INC,15.41
"HVAC AIR FILTERS, VARIOUS",48,FARRAR FILTER COMPANY INC,19.54
"HVAC AIR FILTERS, VARIOUS",49,BLEJWAS ASSOCIATES INC,22.04
"HVAC AIR FILTERS, VARIOUS",49,COSMOS AIR PURIFICATION AND,16.01
"HVAC AIR FILTERS, VARIOUS",5,BAYSIDE REFRIGERATION INC,23.65
"HVAC AIR FILTERS, VARIOUS",5,BLEJWAS ASSOCIATES INC,19.45
"HVAC AIR FILTERS, VARIOUS",5,COSMOS AIR PURIFICATION AND,23.69
"HVAC AIR FILTERS, VARIOUS",5,FARRAR FILTER COMPANY INC,23.66
"HVAC AIR FILTERS, VARIOUS",50,COSMOS AIR PURIFICATION AND,16.61
"HVAC AIR FILTERS, VARIOUS",51,COSMOS AIR PURIFICATION AND,14.97
"HVAC AIR FILTERS, VARIOUS",52,BLEJWAS ASSOCIATES INC,10.52
"HVAC AIR FILTERS, VARIOUS",53,BLEJWAS ASSOCIATES INC,15.04
"HVAC AIR FILTERS, VARIOUS",53,COSMOS AIR PURIFICATION AND,14.99
"HVAC AIR FILTERS, VARIOUS",54,BAYSIDE REFRIGERATION INC,21.79
"HVAC AIR FILTERS, VARIOUS",54,COSMOS AIR PURIFICATION AND,17.41
"HVAC AIR FILTERS, VARIOUS",56,COSMOS AIR PURIFICATION AND,10.89
"HVAC AIR FILTERS, VARIOUS",56,FARRAR FILTER COMPANY INC,20.17
"HYDRANT LOCKING DEVICE, (CUSTODIAN) BRAND SPECIFIC",7,HYDRA-SHIELD MANUFACTURING INC,80.37
"HYDRANT LOCKING DEVICE, (CUSTODIAN) BRAND SPECIFIC",8,HYDRA-SHIELD MANUFACTURING INC,127.05
"HYDRANT LOCKING DEVICE, (CUSTODIAN) BRAND SPECIFIC",9,HYDRA-SHIELD MANUFACTURING INC,121.42
LIQUID CAUSTIC SODA (SODIUM HYDROXIDE) - DEP(BWSO),1,NEW HAVEN CHLOR-ALKALI LLC,630
LIQUID CAUSTIC SODA (SODIUM HYDROXIDE) - DEP(BWSO),1,NEW HAVEN CHLOR-ALKALI LLC,645
LIQUID CAUSTIC SODA (SODIUM HYDROXIDE) - DEP(BWSO),2,KUEHNE CHEMICAL CO INC,590
LIQUID CAUSTIC SODA (SODIUM HYDROXIDE) - DEP(BWSO),2,NEW HAVEN CHLOR-ALKALI LLC,730
LIQUID CAUSTIC SODA (SODIUM HYDROXIDE) - DEP(BWSO),2,NEW HAVEN CHLOR-ALKALI LLC,745
"BOAT, AQUATIC WEED HARVESTER - DPR",1,ALPHA BOATS UNLIMITED DIVISION,96000
"BOAT, AQUATIC WEED HARVESTER - DPR",1,D AND D PRODUCTS INC,126450
"BOAT, AQUATIC WEED HARVESTER - DPR",1,SPOONER MACHINE INC,103705
"BOAT, AQUATIC WEED HARVESTER - DPR",3,ALPHA BOATS UNLIMITED DIVISION,8000
PERSONAL SAFETY SYSTEM ROPE BAG (RE-AD),1,HI TECH FIRE + SAFETY INC,141.72
PERSONAL SAFETY SYSTEM ROPE BAG (RE-AD),2,HI TECH FIRE + SAFETY INC,34.26
"TRUCK, HEAVY DUTY RESCUE - FDNY",1,FERRARA FIRE APPARATUS INC,1689898
"TRUCK, HEAVY DUTY RESCUE - FDNY",1,KOVATCH MOBILE EQUIPMENT CORP,1487685
"TRUCK, HEAVY DUTY RESCUE - FDNY",1,SEAGRAVE FIRE APPARATUS LLC,1825904
"TRUCK, HEAVY DUTY RESCUE - FDNY",1,FERRARA FIRE APPARATUS INC,1267423.5
"TRUCK, HEAVY DUTY RESCUE - FDNY",1,KOVATCH MOBILE EQUIPMENT CORP,1115764
"TRUCK, HEAVY DUTY RESCUE - FDNY",1,SEAGRAVE FIRE APPARATUS LLC,1369428
"TRUCK, HEAVY DUTY RESCUE - FDNY",2,FERRARA FIRE APPARATUS INC,6530
"TRUCK, HEAVY DUTY RESCUE - FDNY",2,KOVATCH MOBILE EQUIPMENT CORP,6139
"TRUCK, HEAVY DUTY RESCUE - FDNY",3,KOVATCH MOBILE EQUIPMENT CORP,7145
"TRUCK, HEAVY DUTY RESCUE - FDNY",5,FERRARA FIRE APPARATUS INC,16240
"TRUCK, HEAVY DUTY RESCUE - FDNY",5,KOVATCH MOBILE EQUIPMENT CORP,19102
"TRUCK, HEAVY DUTY RESCUE - FDNY",6,FERRARA FIRE APPARATUS INC,4931
"TRUCK, HEAVY DUTY RESCUE - FDNY",6,KOVATCH MOBILE EQUIPMENT CORP,4215
"TRUCK, HEAVY DUTY RESCUE - FDNY",6,SEAGRAVE FIRE APPARATUS LLC,2000
"PIPE, BIKE RACK",1,BIKE LID LLC,29.21
"PIPE, BIKE RACK",1,EDSAL MACHINE PRODUCTS INC,24.05
"PIPE, BIKE RACK",1,GENERAL FOUNDRIES INC,16.99
"PIPE, BIKE RACK",1,JAMESTOWN ADVANCED PRODUCTS CO,122.3
"PIPE, BIKE RACK",1,POITRAS INDUSTRIES,54.93
"PIPE, BIKE RACK",2,BIKE LID LLC,19.49
"PIPE, BIKE RACK",2,JAMESTOWN ADVANCED PRODUCTS CO,47.72
"PIPE, BIKE RACK",2,POITRAS INDUSTRIES,27.69
"PIPE, BIKE RACK",3,JAMESTOWN ADVANCED PRODUCTS CO,28.22
"PIPE, BIKE RACK",3,POITRAS INDUSTRIES,62.14
"SIGN POST, STEEL, U CHANNEL",1,BIG APPLE SIGN CORP,32.22
"SIGN POST, STEEL, U CHANNEL",1,GARDEN STATE HWY PRODUCTS INC,21.89
"SIGN POST, STEEL, U CHANNEL",2,BIG APPLE SIGN CORP,37.7
"SIGN POST, STEEL, U CHANNEL",2,GARDEN STATE HWY PRODUCTS INC,25.53
"SIGN POST, STEEL, U CHANNEL",3,BIG APPLE SIGN CORP,53.11
"SIGN POST, STEEL, U CHANNEL",3,EDSAL MACHINE PRODUCTS INC,15.05
"SIGN POST, STEEL, U CHANNEL",3,GARDEN STATE HWY PRODUCTS INC,38.92
STEEL CURB FACING (D.O.T.),5,BULLAY SHAH INC,135
"VEHICLE, SPECIAL SERVICE (SSV) - NYPD",1,MAJOR WORLD CDJR LLC,33308
"VEHICLE, SPECIAL SERVICE (SSV) - NYPD",10,MAJOR WORLD CDJR LLC,519
"VEHICLE, SPECIAL SERVICE (SSV) - NYPD",11,MAJOR WORLD CDJR LLC,355
"VEHICLE, SPECIAL SERVICE (SSV) - NYPD",12,MAJOR WORLD CDJR LLC,580
"VEHICLE, SPECIAL SERVICE (SSV) - NYPD",13,MAJOR WORLD CDJR LLC,6306
"VEHICLE, SPECIAL SERVICE (SSV) - NYPD",14,MAJOR WORLD CDJR LLC,385
"VEHICLE, SPECIAL SERVICE (SSV) - NYPD",16,MAJOR WORLD CDJR LLC,448
"VEHICLE, SPECIAL SERVICE (SSV) - NYPD",2,MAJOR WORLD CDJR LLC,5499
"VEHICLE, SPECIAL SERVICE (SSV) - NYPD",3,MAJOR WORLD CDJR LLC,10821
"VEHICLE, SPECIAL SERVICE (SSV) - NYPD",5,MAJOR WORLD CDJR LLC,331
"VEHICLE, SPECIAL SERVICE (SSV) - NYPD",6,MAJOR WORLD CDJR LLC,521
"VEHICLE, SPECIAL SERVICE (SSV) - NYPD",8,MAJOR WORLD CDJR LLC,199
"HVAC AIR FILTERS, VARIOUS",57,BLEJWAS ASSOCIATES INC,22.81
"HVAC AIR FILTERS, VARIOUS",58,BAYSIDE REFRIGERATION INC,15.2
"HVAC AIR FILTERS, VARIOUS",58,BLEJWAS ASSOCIATES INC,0.76
"HVAC AIR FILTERS, VARIOUS",58,COSMOS AIR PURIFICATION AND,0.19
"HVAC AIR FILTERS, VARIOUS",59,BAYSIDE REFRIGERATION INC,18.07
"HVAC AIR FILTERS, VARIOUS",59,BLEJWAS ASSOCIATES INC,1.06
"HVAC AIR FILTERS, VARIOUS",6,COSMOS AIR PURIFICATION AND,17.81
"HVAC AIR FILTERS, VARIOUS",6,FARRAR FILTER COMPANY INC,23.43
"HVAC AIR FILTERS, VARIOUS",60,COSMOS AIR PURIFICATION AND,0.51
"HVAC AIR FILTERS, VARIOUS",60,FARRAR FILTER COMPANY INC,0.94
"HVAC AIR FILTERS, VARIOUS",62,BLEJWAS ASSOCIATES INC,1.23
"HVAC AIR FILTERS, VARIOUS",63,BLEJWAS ASSOCIATES INC,1.37
"HVAC AIR FILTERS, VARIOUS",63,FARRAR FILTER COMPANY INC,1.47
"HVAC AIR FILTERS, VARIOUS",65,BLEJWAS ASSOCIATES INC,2.08
"HVAC AIR FILTERS, VARIOUS",66,BLEJWAS ASSOCIATES INC,1.85
"HVAC AIR FILTERS, VARIOUS",66,FARRAR FILTER COMPANY INC,1.42
"HVAC AIR FILTERS, VARIOUS",67,FARRAR FILTER COMPANY INC,1.66
"HVAC AIR FILTERS, VARIOUS",68,FARRAR FILTER COMPANY INC,2.03
"HVAC AIR FILTERS, VARIOUS",69,BLEJWAS ASSOCIATES INC,2.52
"HVAC AIR FILTERS, VARIOUS",69,FARRAR FILTER COMPANY INC,2.33
"HVAC AIR FILTERS, VARIOUS",7,BLEJWAS ASSOCIATES INC,15.95
"HVAC AIR FILTERS, VARIOUS",7,COSMOS AIR PURIFICATION AND,12.19
"HVAC AIR FILTERS, VARIOUS",7,FARRAR FILTER COMPANY INC,23.04
"HVAC AIR FILTERS, VARIOUS",70,FARRAR FILTER COMPANY INC,1.43
"HVAC AIR FILTERS, VARIOUS",71,BLEJWAS ASSOCIATES INC,2.55
"HVAC AIR FILTERS, VARIOUS",72,BLEJWAS ASSOCIATES INC,5.48
"HVAC AIR FILTERS, VARIOUS",72,FARRAR FILTER COMPANY INC,9.91
"HVAC AIR FILTERS, VARIOUS",73,COSMOS AIR PURIFICATION AND,5.85
"HVAC AIR FILTERS, VARIOUS",74,BAYSIDE REFRIGERATION INC,6.6
"HVAC AIR FILTERS, VARIOUS",75,BLEJWAS ASSOCIATES INC,6.03
"HVAC AIR FILTERS, VARIOUS",75,FARRAR FILTER COMPANY INC,10.74
"HVAC AIR FILTERS, VARIOUS",76,BLEJWAS ASSOCIATES INC,6.21
"HVAC AIR FILTERS, VARIOUS",76,FARRAR FILTER COMPANY INC,11.76
"HVAC AIR FILTERS, VARIOUS",77,BLEJWAS ASSOCIATES INC,5.34
"HVAC AIR FILTERS, VARIOUS",78,BLEJWAS ASSOCIATES INC,8.81
"HVAC AIR FILTERS, VARIOUS",78,COSMOS AIR PURIFICATION AND,12.4
"HVAC AIR FILTERS, VARIOUS",78,FARRAR FILTER COMPANY INC,17.65
"HVAC AIR FILTERS, VARIOUS",79,BAYSIDE REFRIGERATION INC,7.6
"HVAC AIR FILTERS, VARIOUS",79,FARRAR FILTER COMPANY INC,11.59
"HVAC AIR FILTERS, VARIOUS",8,BLEJWAS ASSOCIATES INC,32.11
"HVAC AIR FILTERS, VARIOUS",80,BAYSIDE REFRIGERATION INC,7.7
"HVAC AIR FILTERS, VARIOUS",80,BLEJWAS ASSOCIATES INC,6.19
"HVAC AIR FILTERS, VARIOUS",80,COSMOS AIR PURIFICATION AND,6.04
"HVAC AIR FILTERS, VARIOUS",81,FARRAR FILTER COMPANY INC,12.26
"HVAC AIR FILTERS, VARIOUS",82,COSMOS AIR PURIFICATION AND,6.33
"HVAC AIR FILTERS, VARIOUS",83,BAYSIDE REFRIGERATION INC,8.7
"HVAC AIR FILTERS, VARIOUS",83,BLEJWAS ASSOCIATES INC,6.64
"HVAC AIR FILTERS, VARIOUS",83,FARRAR FILTER COMPANY INC,13.73
"TRUCK, 2000 GPM HIGH PRESSURE PUMPER - FDNY",1,KOVATCH MOBILE EQUIPMENT CORP,932376.9
"TRUCK, 2000 GPM HIGH PRESSURE PUMPER - FDNY",1,KOVATCH MOBILE EQUIPMENT CORP,699282.67
XEROX PHASER 5550/DT HIGH VOLUME PRINTERS,1,CARR BUSINESS SYSTEMS INC,2527
XEROX PHASER 5550/DT HIGH VOLUME PRINTERS,1,COMPLETE DOCU SOLUTIONS NY LLC,3249
XEROX PHASER 5550/DT HIGH VOLUME PRINTERS,1,EASTERN BUSINESS SOLUTIONS,56.11
XEROX PHASER 5550/DT HIGH VOLUME PRINTERS,1,NEW YORK OFFICE EQUIPMENT,3978.78
XEROX PHASER 5550/DT HIGH VOLUME PRINTERS,1,TTI BUSINESS PRODUCTS INC,1693.83
XEROX PHASER 5550/DT HIGH VOLUME PRINTERS,1,XEROX CORPORATION,2570
XEROX PHASER 5550/DT HIGH VOLUME PRINTERS,2,CARR BUSINESS SYSTEMS INC,1780
XEROX PHASER 5550/DT HIGH VOLUME PRINTERS,2,COMPLETE DOCU SOLUTIONS NY LLC,1980
XEROX PHASER 5550/DT HIGH VOLUME PRINTERS,2,NEW YORK OFFICE EQUIPMENT,2319.18
XEROX PHASER 5550/DT HIGH VOLUME PRINTERS,2,TTI BUSINESS PRODUCTS INC,1505.84
XEROX PHASER 5550/DT HIGH VOLUME PRINTERS,2,XEROX CORPORATION,1770
XEROX PHASER 5550/DT HIGH VOLUME PRINTERS,4,EASTERN BUSINESS SOLUTIONS,15.12
XEROX PHASER 5550/DT HIGH VOLUME PRINTERS,4,NEW YORK OFFICE EQUIPMENT,169.4
"HVAC AIR FILTERS, VARIOUS",85,COSMOS AIR PURIFICATION AND,12.11
"HVAC AIR FILTERS, VARIOUS",86,BAYSIDE REFRIGERATION INC,93
"HVAC AIR FILTERS, VARIOUS",86,BLEJWAS ASSOCIATES INC,85.56
"HVAC AIR FILTERS, VARIOUS",86,COSMOS AIR PURIFICATION AND,44.01
"HVAC AIR FILTERS, VARIOUS",86,FARRAR FILTER COMPANY INC,66.76
"HVAC AIR FILTERS, VARIOUS",87,BLEJWAS ASSOCIATES INC,107.41
"HVAC AIR FILTERS, VARIOUS",87,COSMOS AIR PURIFICATION AND,67.59
"HVAC AIR FILTERS, VARIOUS",87,FARRAR FILTER COMPANY INC,80.58
"HVAC AIR FILTERS, VARIOUS",88,BLEJWAS ASSOCIATES INC,135.5
"HVAC AIR FILTERS, VARIOUS",88,COSMOS AIR PURIFICATION AND,77.7
"HVAC AIR FILTERS, VARIOUS",88,FARRAR FILTER COMPANY INC,95.55
"HVAC AIR FILTERS, VARIOUS",89,BLEJWAS ASSOCIATES INC,157.7
"HVAC AIR FILTERS, VARIOUS",89,FARRAR FILTER COMPANY INC,110.76
"HVAC AIR FILTERS, VARIOUS",9,BAYSIDE REFRIGERATION INC,22.99
"HVAC AIR FILTERS, VARIOUS",9,BLEJWAS ASSOCIATES INC,19.77
